,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Bandwidth_GB_Year,Yearly_equip_failure,PaperlessBilling,Churn,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Area_Suburban,Area_Urban,InternetService_Fiber Optic
7808,32,27601.96,182.4538,71.24628,4.138782,16,6211.505298,0,1,0,1,0,0,0,0,1,0,0,0,1,1
7809,35,33350.91,220.1149,52.53836,10.42876,9,5431.77178,1,1,0,1,0,0,1,0,0,0,0,0,1,0
7810,36,20069.25,152.4579,58.13967,8.434356,13,5624.550489,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7811,49,38524.15,179.9656,41.27155,7.3642,11,3550.827248,0,0,0,0,0,0,1,1,0,0,0,0,0,1
7812,28,86463.61,147.4421,61.91437,8.068417,16,5392.876359,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7814,35,37419.19,184.961,51.74735,13.51278,9,5181.433033,0,1,0,1,0,1,0,0,0,0,0,1,0,0
7815,70,37394.14,162.4608,67.16748,6.744374,10,6185.878482,0,1,0,0,0,0,0,1,0,0,0,0,1,0
7817,78,52128.79,242.6143,65.86516,10.16834,13,5948.573891,0,1,0,0,0,0,1,0,0,1,0,1,0,1
7818,32,12018.73,182.4608,46.86241,6.115577,6,4346.289268,0,1,0,1,0,0,0,0,1,0,0,0,0,1
7820,26,14472.75,169.9378,64.58418,6.067007,11,5619.82827,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7821,37,38040.43,194.9699,53.08332,6.820744,7,4823.231075,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7822,18,44455.34,184.9496,71.91339,10.0165,14,6957.206381,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7823,69,20507.78,149.9483,67.25763,11.76257,11,5691.423795,0,1,0,1,0,0,1,0,0,0,0,0,1,1
7824,25,22427.56,149.9621,58.50824,6.547081,17,5214.115508,1,0,0,0,0,1,0,0,0,1,0,0,1,1
7825,73,19839.22,172.5104,71.4622,8.779628,10,6104.609294,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7826,33,66681.76,142.4526,70.67499,8.687753,11,6682.345453,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7827,85,126992.3,194.9882,60.51117,16.08033,11,5230.965245,0,0,0,0,0,0,1,0,0,1,0,0,1,1
7828,29,19153.42,114.9728,45.25561,14.63696,14,3847.783663,1,1,0,0,0,0,0,0,0,0,0,1,0,1
7830,55,9005.1,144.9607,70.2187,12.03702,10,5866.278162,1,0,0,0,0,0,0,1,0,0,0,1,0,1
7831,83,2842.64,184.967,47.81985,9.946927,17,4262.753521,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7832,37,29952.37,112.4551,68.28659,10.02423,13,5633.460754,1,0,0,0,0,0,0,0,0,1,0,1,0,1
7834,52,26270.48,232.6378,59.14141,8.541154,11,5940.651428,0,1,0,1,0,0,0,0,0,1,0,0,1,0
7835,72,34995.55,240.1149,58.12044,13.09283,12,5292.78252,2,1,0,1,0,1,0,0,1,0,0,1,0,1
7836,28,6057.28,210.127,64.28134,11.32266,11,5975.890408,0,1,0,1,0,0,0,1,0,0,0,1,0,1
7837,64,53254.75,242.6326,65.2394,9.496587,19,5961.257871,0,1,0,0,0,0,1,1,0,0,0,0,1,1
7838,20,13880.01,222.65,65.31873,9.423473,8,6125.213003,0,1,0,0,0,0,1,0,0,0,0,0,1,1
7839,32,16592.28,252.6378,54.12731,14.92401,13,5165.616078,2,0,0,0,0,0,1,0,0,0,1,0,0,1
7840,33,39381.88,204.9496,40.73055,4.575053,15,3847.123645,0,0,0,0,0,0,0,0,0,0,1,1,0,1
7841,62,41287.82,152.4579,64.98884,9.953423,16,6116.781073,0,1,0,1,0,0,0,0,0,0,1,0,1,0
7842,63,15263.96,147.4783,71.74549,11.16648,9,6122.640412,0,1,0,1,0,1,0,0,0,1,0,0,0,1
7844,31,19773.15,172.4885,51.54301,9.92043,12,4950.103922,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7846,86,11050.03,149.9741,62.4021,9.614348,6,5737.637102,1,1,0,0,0,1,0,1,0,0,0,0,1,0
7847,33,64328.0,159.965,66.17677,9.559166,12,5923.952015,0,1,0,1,0,1,0,1,0,0,0,1,0,1
7848,32,49486.67,235.1417,66.81622,2.891818,11,6551.623181,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7849,86,74086.17,252.624,47.65766,9.092182,15,4439.207305,1,0,0,0,0,0,1,1,0,0,0,0,0,1
7850,67,27898.0,222.6281,66.01153,9.538151,10,6398.595369,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7851,37,6556.37,227.4754,64.62103,13.39001,15,5748.202465,1,1,0,0,0,0,0,1,0,0,0,1,0,1
7853,58,8091.47,94.97283,61.91633,12.96581,8,5531.341307,1,1,0,0,0,0,1,1,0,0,0,1,0,0
7858,29,28282.29,242.6143,49.86477,7.430044,12,4798.189466,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7859,34,39933.37,287.6427,41.3275,12.19054,14,4147.013836,0,1,0,0,0,1,0,0,0,1,0,0,1,1
7860,78,12246.0,222.6281,56.5003,7.698265,13,5722.608267,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7861,21,43915.04,179.9476,57.55841,11.12242,11,5130.859668,0,1,0,0,0,0,1,0,1,0,0,0,1,1
7862,69,24650.65,222.6143,65.26459,5.923378,10,6280.796851,1,0,0,0,0,1,0,1,0,0,0,0,1,0
7865,77,41756.12,257.6513,68.90605,9.018827,9,6904.05739,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7866,73,6034.69,124.9643,70.33871,10.80599,16,5718.68358,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7867,79,6249.7,245.1283,59.27052,14.89202,13,5899.700912,1,1,1,0,0,0,0,0,0,0,1,0,0,0
7868,37,61425.51,232.6378,36.88134,12.33669,13,4180.404092,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7869,81,28379.08,182.4653,58.42671,12.93227,13,5018.922157,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7870,44,31722.2,92.45514,70.11539,11.29355,13,6348.492212,1,1,0,1,0,0,1,0,1,0,0,1,0,0
7871,86,6757.33,174.9744,50.97055,8.179568,19,4778.620483,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7872,87,22635.96,149.9378,70.54541,16.00915,15,6568.053155,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7873,24,4035.91,139.9568,62.91776,12.39438,14,5507.18923,0,1,0,0,0,0,1,0,1,0,0,0,1,1
7874,31,25263.19,262.6106,55.10455,10.9286,11,5274.080857,2,1,0,1,0,0,1,0,0,0,1,1,0,1
7876,49,18911.43,222.6143,45.10633,13.97172,12,4710.915257,1,1,1,1,0,0,0,0,0,0,1,0,1,0
7877,78,48688.3,172.4579,62.23238,13.19477,13,5439.486404,1,1,0,0,0,0,0,1,0,0,0,0,1,1
7878,59,80149.29,257.6549,56.98279,12.49404,9,5381.845958,0,1,0,0,0,0,0,1,0,0,0,1,0,1
7880,22,28516.89,169.9447,49.59993,6.657538,15,4480.828708,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7881,68,112837.8,137.4686,70.50302,8.338198,19,6057.265464,1,0,0,1,0,0,0,0,1,0,0,0,1,1
7882,35,25405.05,182.447,57.89585,8.915517,9,5128.90263,1,0,0,1,0,0,1,0,0,0,1,1,0,1
7884,86,55580.57,124.9781,51.08011,10.55807,9,4148.090988,0,0,0,0,0,0,1,0,1,0,0,1,0,1
7885,46,13801.14,142.5007,53.79471,10.51378,13,5181.030493,0,1,0,0,0,0,1,0,0,1,0,1,0,0
7887,76,62939.99,179.9476,62.96952,8.593968,13,5476.19566,0,1,0,1,0,0,0,1,0,0,0,1,0,1
7888,41,28238.85,147.4564,62.55541,6.940518,11,5812.466707,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7889,80,31450.16,262.6106,68.31311,8.52111,12,6210.2238,1,0,0,0,0,1,0,0,0,1,0,0,0,1
7891,66,16210.46,174.9919,59.39367,12.88184,14,5339.490928,0,0,0,1,0,0,0,0,0,0,1,1,0,1
7892,66,35965.27,160.0013,63.98562,7.156605,13,5449.052305,0,1,0,0,0,0,0,0,0,1,0,0,0,1
7893,41,9789.41,124.9643,55.58159,12.18386,10,4665.934869,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7895,32,90706.26,117.4392,53.61209,7.324302,13,5134.60308,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7896,27,29228.14,147.4783,50.54849,15.53974,12,4452.333316,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7897,46,43736.4,190.127,62.33818,14.40171,15,6201.935276,0,1,1,1,0,0,0,0,0,0,1,0,0,0
7898,45,7071.85,117.4392,67.2599,11.68162,12,6210.252604,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7899,28,72549.36,229.9931,54.396,11.42361,17,5189.736525,0,0,0,1,0,0,0,1,0,0,0,0,1,1
7901,57,65558.44,182.4676,40.32467,7.550212,7,3629.658181,0,1,0,0,0,0,1,0,0,0,1,1,0,1
7902,52,19533.16,222.65,67.58811,11.2113,17,6144.675099,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7903,66,52985.04,159.9656,52.0997,7.899627,16,4878.10553,0,1,0,1,0,1,0,0,1,0,0,0,1,0
7904,51,36262.17,230.1051,70.02925,11.10249,15,6359.455223,0,0,0,1,0,0,0,0,0,0,0,0,1,1
7905,20,29599.71,242.6281,62.2937,10.64008,10,5896.135561,2,0,0,0,0,0,0,0,0,0,1,0,1,1
7906,65,28276.68,204.9634,69.97639,3.641921,10,6188.586368,0,0,0,0,0,0,1,0,0,0,1,0,1,1
7907,83,16263.98,129.9621,56.09767,3.814618,10,5286.98629,1,1,0,1,0,1,0,1,0,0,0,0,0,0
7908,73,41055.8,174.9882,48.92659,17.91239,10,4888.511162,2,1,0,0,0,0,1,0,0,0,0,0,0,0
7909,69,138155.7,117.4392,64.90171,11.01308,12,5975.364608,0,1,0,0,1,0,1,0,1,0,0,0,1,0
7910,67,43750.86,152.466,52.36016,9.685299,12,4505.46376,1,1,0,0,0,0,0,1,0,0,0,1,0,1
7911,42,14578.27,242.6143,47.24188,13.07965,13,4694.576597,0,1,0,0,0,1,0,0,1,0,0,1,0,1
7913,32,38806.49,162.5007,51.39351,7.708065,14,4668.189279,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7915,89,24417.9,182.4608,58.06953,10.58549,13,5026.193308,0,1,0,0,0,0,0,0,0,1,0,0,1,1
7916,77,21887.88,149.9378,55.29166,7.792609,9,5310.127657,0,1,0,1,0,1,0,0,0,0,0,0,1,0
7917,79,15231.77,182.4538,68.82747,10.83194,10,5920.786804,1,0,0,1,0,1,0,0,0,0,0,1,0,1
7918,59,44808.02,179.9656,68.26584,14.03414,15,5729.894172,0,1,0,0,0,0,0,0,0,0,0,0,1,1
7919,81,89310.12,134.9509,58.42342,6.188606,11,4805.808191,1,1,0,0,0,0,0,0,0,1,0,0,0,1
7920,28,34629.11,147.4738,50.84495,12.56263,10,4495.259979,0,1,0,1,0,0,0,0,1,0,0,1,0,1
7921,30,18998.58,159.9512,63.87305,12.63827,8,5633.418217,0,1,0,1,0,0,1,0,0,0,1,0,1,1
7922,62,12154.87,184.9634,43.18866,11.51328,12,4556.395722,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7924,56,11397.14,139.965,48.79391,7.839258,11,4663.083428,0,1,0,0,0,0,1,0,0,1,0,1,0,0
7925,29,63363.51,139.9349,51.54883,9.781182,8,5022.316317,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7926,52,64756.4,144.9607,70.24032,10.377,17,5847.100806,0,1,0,0,0,1,0,0,0,1,0,1,0,1
7927,30,17666.42,159.9794,66.8616,14.54649,18,6286.517671,0,1,0,1,0,0,0,0,1,0,0,0,1,0
7928,47,12116.02,139.9349,43.2029,12.60035,5,4326.507187,0,1,0,1,0,0,0,0,0,0,1,0,1,0
7929,72,17974.85,129.9598,48.36469,8.951771,14,4565.513222,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7931,70,27246.52,207.4811,65.51344,8.203522,12,5850.927531,1,1,0,0,0,0,1,0,1,0,0,0,0,1
7932,70,50998.03,162.4827,70.74092,10.65361,11,6190.252926,0,0,0,1,0,1,0,0,0,0,1,1,0,1
7933,18,44682.25,257.6549,51.04299,11.90936,11,5322.906337,0,0,0,1,0,0,1,0,0,0,1,0,1,1
7934,24,47522.52,190.127,69.78016,6.506202,11,6744.437459,1,1,0,0,0,0,1,0,1,0,0,0,0,0
7935,80,35866.89,255.1198,59.99904,11.24126,15,5885.235129,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7936,62,23498.57,194.9882,58.50038,5.625894,9,5264.752684,1,1,0,0,0,0,0,0,0,0,1,0,0,1
7937,27,42924.08,124.9607,65.84668,13.62004,11,5951.771265,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7939,68,5512.35,107.4958,64.91404,8.677024,12,5921.680845,1,1,0,0,0,0,0,1,0,0,0,1,0,0
7940,28,4241.63,210.1051,69.27282,10.55534,12,6708.539556,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7941,37,11320.55,174.9768,62.20392,9.650912,9,5936.572086,2,0,0,0,0,1,0,0,0,0,0,1,0,0
7942,20,8985.14,235.1372,63.07037,14.48734,10,6316.02224,2,0,1,0,0,0,0,0,0,0,1,1,0,0
7943,85,39270.14,179.9794,41.54053,8.28654,8,3710.298126,0,1,0,1,0,1,0,0,1,0,0,0,1,1
7944,72,6527.16,144.9607,55.27064,9.501931,9,4606.446472,0,1,0,1,0,0,0,1,0,0,0,0,0,1
7945,59,22445.76,162.4653,48.00544,6.958282,8,4794.505137,0,1,1,1,0,0,0,0,0,1,0,0,1,0
7946,58,123006.6,265.147,70.84337,9.970674,11,6392.803419,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7947,68,43854.96,222.6326,70.14056,12.84373,13,6662.597959,2,0,0,0,1,0,1,0,1,0,0,1,0,0
7948,60,33554.51,194.9744,68.53399,10.92276,14,5971.766968,0,0,0,1,0,0,0,0,0,1,0,0,1,1
7949,86,34511.01,257.6513,67.8068,13.28437,12,6677.609286,2,1,0,1,0,0,1,1,0,0,0,0,0,0
7951,67,39372.66,200.1185,70.40235,8.519894,16,6583.556553,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7954,77,57201.64,179.9476,68.9214,9.245218,11,5785.96133,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7955,62,32213.28,255.1336,70.33868,9.770236,12,6933.85068,2,0,0,0,0,0,0,0,0,1,0,0,0,0
7956,76,28039.99,217.484,70.27195,8.029455,11,6215.809536,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7958,31,6814.71,209.9931,62.77522,10.28906,12,6413.177133,0,0,1,0,0,1,0,0,1,0,0,0,0,0
7959,25,12097.74,157.4836,48.98259,13.72727,14,4361.243355,0,1,0,1,0,0,0,0,0,0,0,0,0,1
7960,76,21066.44,200.1323,45.75966,12.31061,12,4646.487467,1,0,1,0,0,0,1,0,0,0,1,0,1,0
7961,76,23274.77,159.9875,55.16171,7.933279,10,4581.646496,1,1,0,0,0,0,0,1,0,0,0,1,0,1
7962,70,25666.63,187.6094,67.70405,7.008718,9,6348.304776,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7963,26,159532.5,157.4836,58.58252,15.76993,18,5062.276295,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7964,61,23595.65,152.4555,63.78532,8.520883,16,6133.741768,0,1,0,1,0,0,1,0,0,1,0,0,0,0
7965,89,14731.91,124.9607,39.52545,9.918598,13,3807.283723,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7966,83,30885.95,164.9785,63.83787,7.30183,14,6274.202037,1,1,0,1,0,1,0,0,0,0,0,0,1,0
7967,62,47333.98,164.9647,71.12765,8.772844,5,6674.831266,0,1,0,1,0,0,1,0,0,0,1,1,0,0
7969,57,51151.76,174.9699,61.08796,15.23668,12,5765.465884,1,1,0,0,0,0,1,0,0,0,1,0,1,0
7970,62,33446.77,172.5104,69.63521,11.10738,13,5929.405615,0,0,0,0,0,0,0,0,0,0,0,0,1,1
7971,68,17235.3,230.1051,51.35655,6.936363,10,4819.017885,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7972,40,48168.63,149.9447,62.71297,6.238718,11,5878.97721,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7974,59,63841.07,192.4404,46.68593,11.5167,9,4200.226885,1,1,0,1,0,1,0,0,0,1,0,0,1,1
7975,60,45913.33,275.1336,67.5017,9.218559,9,6263.672907,0,1,0,0,0,0,1,0,1,0,0,1,0,1
7979,27,16276.54,229.9931,59.9904,14.7633,8,5569.122833,0,0,0,0,0,0,0,0,0,0,1,0,1,1
7981,75,31570.14,107.482,51.38074,8.553943,15,4616.664022,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7982,37,58783.8,119.9568,60.12954,9.059994,12,5789.007701,1,1,0,1,0,0,1,0,0,1,0,0,0,0
7983,56,42369.14,162.4827,52.95931,12.68768,4,4666.095949,1,1,0,0,0,0,0,0,0,1,0,1,0,1
7984,68,18386.57,217.484,70.28492,9.698516,11,6212.316389,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7986,83,63881.41,117.4686,70.45268,10.8116,13,6273.600277,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7987,64,52153.53,204.961,62.86179,9.89943,8,5675.905105,0,0,0,1,0,0,0,0,0,0,0,0,1,1
7988,89,33067.37,172.4579,68.3486,9.674462,14,5843.001421,0,0,0,0,0,1,0,1,0,0,0,0,1,1
7989,84,15763.55,134.9509,68.04513,10.13542,10,5645.924053,0,0,0,0,0,0,0,0,0,0,1,1,0,1
7990,80,47832.37,94.97283,51.19372,7.75187,17,4734.546819,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7991,69,43374.14,162.4608,63.20163,12.98864,16,5921.944651,0,0,0,0,1,0,0,1,0,0,0,0,1,0
7992,42,90756.87,242.6281,65.50762,8.306153,10,6056.561962,0,1,0,0,0,0,0,0,0,0,1,1,0,1
7993,70,7172.86,172.4885,71.805,8.239022,11,6626.316041,1,1,0,1,0,0,0,0,0,0,1,0,0,0
7995,43,72214.56,142.4526,71.97382,8.595905,14,6833.821068,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7996,78,26077.57,119.9568,51.68157,8.413018,9,4822.96735,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7997,49,25371.48,212.6228,68.67656,5.448899,13,6836.227251,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7998,72,107804.6,117.4686,67.72471,10.23826,5,6168.427344,1,1,0,1,0,1,0,0,0,0,1,1,0,0
7999,76,22875.95,245.132,66.21743,7.134899,6,6013.898703,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8000,53,37808.3,149.9778,66.29727,15.06607,11,5766.157948,0,0,0,1,0,0,1,0,1,0,0,0,0,1
8001,54,42630.35,162.497,51.67996,13.4777,10,4987.58141,1,1,0,0,0,0,0,0,0,1,0,0,1,0
8002,79,22192.77,139.983,70.11749,9.432528,16,6273.515792,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8003,41,21874.98,209.9931,63.25715,12.92389,11,6286.671937,0,0,0,1,0,1,0,0,0,0,0,1,0,0
8004,57,14636.41,127.4601,55.36779,6.917469,6,5205.865095,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8005,21,63870.16,207.4811,70.42914,12.94624,13,6383.577895,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8006,41,67694.49,169.9447,61.35472,7.746416,14,5367.181608,0,1,0,1,0,0,0,1,0,0,0,1,0,1
8007,84,64140.04,182.4608,67.08536,13.64852,9,5842.892958,0,1,0,0,0,0,1,0,1,0,0,1,0,1
8008,72,65966.95,137.4686,47.59384,10.11368,15,3992.381842,0,0,0,0,0,0,1,0,1,0,0,0,0,1
8009,76,9880.38,252.6378,64.77844,11.38673,14,5863.301733,1,1,0,0,0,0,1,0,1,0,0,1,0,1
8010,25,37513.71,127.4421,69.22361,8.746045,15,6353.540649,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8012,65,61583.24,139.9349,68.78508,11.62325,11,6285.801266,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8014,19,11609.18,162.4653,40.80483,14.22906,12,4397.21741,0,1,0,1,0,0,0,0,1,0,0,0,0,0
8015,42,37588.44,212.6228,50.98888,7.809647,12,5301.26466,0,1,1,0,0,0,0,0,1,0,0,0,1,0
8016,74,72753.32,229.9931,66.19976,6.436341,12,5913.740403,2,1,0,1,0,0,0,0,0,1,0,0,1,1
8018,32,12226.89,187.4847,38.64796,10.47687,9,3798.942746,1,1,0,0,0,0,0,0,0,1,0,0,1,1
8019,48,83831.61,172.4624,58.3401,6.082661,10,5172.422992,0,0,0,1,0,0,1,0,1,0,0,0,0,1
8020,73,49768.03,232.624,51.74095,16.93215,16,5168.330032,2,1,0,0,0,0,0,0,0,0,0,1,0,0
8021,24,56969.75,187.4847,51.91699,7.382948,8,4820.053166,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8023,33,35214.65,225.1457,65.09341,9.584041,9,6587.881944,1,0,0,1,0,0,1,1,0,0,0,0,1,0
8024,55,70752.94,152.4555,60.19463,7.915988,17,5736.061108,1,1,0,1,0,0,0,0,0,1,0,0,0,0
8025,51,33733.53,172.5104,66.98322,11.90247,9,5922.812261,0,1,0,1,0,0,0,0,0,1,0,0,0,1
8026,82,28028.85,179.9476,54.51932,6.593316,14,4887.271461,0,0,0,1,0,0,1,0,0,1,0,0,1,1
8027,76,83600.69,182.4653,57.67058,13.19842,15,5034.929065,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8028,20,19345.8,220.1323,67.86253,8.549581,13,6196.873658,0,1,0,0,0,0,1,0,0,1,0,0,0,1
8029,40,54364.66,162.4689,63.90801,6.134364,15,5627.198878,2,1,0,0,0,0,0,1,0,0,0,0,1,1
8030,30,8930.13,190.127,69.59294,12.89589,8,6818.04834,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8031,69,83444.23,245.1457,48.04631,9.495849,13,4889.562199,0,0,0,0,0,1,0,0,1,0,0,0,1,1
8032,75,29611.97,255.1336,58.17852,12.17266,13,5849.55113,1,1,1,1,0,0,0,0,0,0,1,0,1,0
8034,43,59563.85,232.624,58.08347,8.739705,17,5724.812194,2,1,0,0,0,0,0,0,1,0,0,0,1,0
8035,84,33883.79,194.9525,67.44709,11.80989,13,6277.155334,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8036,54,60703.43,164.9853,51.47333,10.7128,8,5072.473187,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8037,82,43826.83,225.132,69.22859,6.627375,10,6746.802832,2,1,0,1,0,1,0,0,0,1,0,0,0,0
8038,49,10937.24,149.9598,60.15609,14.00904,12,5368.229398,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8039,38,11991.16,222.6362,60.49719,16.12716,15,5559.5235,0,1,0,0,0,0,0,0,1,0,0,0,1,1
8040,66,101307.0,154.9618,67.86978,11.15453,13,6364.89034,0,1,0,1,0,1,0,0,0,1,0,0,1,0
8041,26,14808.26,267.6647,53.62757,6.249562,15,5254.650966,0,0,0,0,0,0,1,0,0,1,0,0,1,1
8045,39,11391.52,210.1051,62.08636,8.7275,10,6253.824131,0,1,0,1,0,0,0,0,0,1,0,0,1,0
8047,47,16834.95,179.9794,66.49538,7.739197,12,5910.417848,1,0,0,1,0,0,0,1,0,0,0,0,1,1
8050,74,18809.09,255.1198,67.56344,5.659416,13,6555.502175,0,1,0,0,0,1,0,1,0,0,0,0,0,0
8051,89,46337.92,167.4847,65.84526,8.97713,14,6192.473684,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8053,42,15872.42,194.9581,66.78392,9.143699,13,6023.253234,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8054,35,65755.81,114.9509,66.78484,6.124127,16,6024.452028,3,0,0,0,0,0,0,0,1,0,0,0,0,0
8055,55,50217.94,157.4698,67.50379,10.5792,12,5730.433744,0,1,0,1,0,1,0,0,0,1,0,1,0,1
8057,75,75249.62,107.4958,44.79567,12.65954,13,4157.920412,1,1,0,0,0,1,0,1,0,0,0,0,1,0
8058,80,20901.9,149.9483,66.1916,5.189933,19,5613.310447,0,1,0,0,0,0,1,0,0,1,0,0,1,1
8059,79,24023.55,139.965,62.4919,8.588839,12,5863.981501,1,0,0,0,0,0,0,0,0,0,1,0,1,0
8060,46,19367.71,129.9483,58.52641,6.949099,14,5479.424336,1,1,0,0,0,0,1,1,0,0,0,1,0,0
8061,36,59084.69,179.9476,57.7475,8.635838,12,5097.174241,0,1,0,0,0,0,0,0,0,1,0,1,0,1
8062,25,47909.98,127.4601,58.94262,16.92155,10,5562.842119,3,1,0,1,0,0,1,0,0,0,1,0,1,0
8063,61,41983.7,275.1336,64.51973,10.085,14,6016.058199,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8066,39,94246.4,190.127,60.49154,14.46154,15,5934.168034,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8067,22,16648.35,240.1149,67.98943,11.51699,13,6234.573082,0,1,0,1,0,0,1,1,0,0,0,0,1,1
8068,60,24024.91,114.9509,53.32394,11.84544,12,4839.528738,1,0,0,0,0,1,0,0,0,0,1,1,0,0
8069,40,23375.97,129.9483,71.09348,12.34344,14,6545.083981,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8070,78,16647.06,182.4676,60.24235,16.01387,17,5469.880413,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8071,76,42411.01,232.624,50.69374,7.06386,12,5165.041808,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8072,58,15635.34,187.6094,63.36271,14.6305,13,6078.982231,0,0,0,1,0,0,1,0,0,1,0,0,1,0
8073,42,105745.6,214.9525,47.3962,10.44765,12,4235.297978,0,1,0,0,0,0,0,1,0,0,0,1,0,1
8075,52,13933.32,159.983,60.57969,10.77203,11,5228.606985,1,1,0,0,0,0,0,0,0,1,0,1,0,1
8077,57,48074.79,147.4783,70.68617,7.521116,13,6024.728963,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8078,51,13269.12,149.9378,58.73351,13.57171,16,5625.88893,2,1,0,0,0,0,0,0,0,0,1,0,0,0
8079,38,42215.28,172.4567,71.51635,5.148274,10,6667.408481,1,1,0,0,0,1,0,0,0,0,0,0,1,0
8081,46,22585.74,210.127,68.34459,10.7048,11,6356.677859,2,0,0,0,0,0,0,0,0,0,1,0,1,1
8082,73,36841.04,232.6228,61.27787,12.74847,11,5676.244141,0,0,1,1,0,0,0,1,0,0,0,1,0,1
8083,26,20522.76,164.967,65.63224,8.185725,13,6205.739711,0,0,0,0,1,0,1,0,0,0,1,0,1,0
8084,69,28900.26,112.4551,63.08151,10.17943,6,5163.620396,1,1,0,0,0,1,0,0,0,0,0,0,0,1
8085,51,30820.29,152.4798,42.01957,18.19674,20,3976.166899,0,1,1,0,0,0,0,0,0,0,0,0,1,1
8086,75,35671.63,169.9741,65.68687,10.93051,15,5629.354953,1,0,0,0,0,1,0,0,0,1,0,1,0,1
8088,81,24225.45,179.9794,47.94936,10.87091,9,4073.89846,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8090,37,66230.63,137.4392,39.97152,7.477674,11,3710.175331,1,1,0,1,0,0,0,0,1,0,0,0,0,1
8091,19,15231.39,240.1149,64.87596,12.29465,15,5989.298293,1,1,0,1,0,1,0,0,0,1,0,1,0,1
8093,21,25888.53,149.9741,60.95525,5.448102,12,5739.842827,0,1,0,0,0,1,0,0,1,0,0,0,1,0
